objective,graph
-0.509,v 0 C v 1 C v 2 C v 3 C v 4 N v 5 C v 6 O v 7 N v 8 C v 9 C v 10 C v 11 C v 12 C v 13 C v 14 C v 15 N v 16 C v 17 N v 18 C v 19 C v 20 C v 21 O v 22 N v 23 C v 24 C v 25 O v 26 N v 27 C v 28 C v 29 C v 30 O v 31 C v 32 O v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H v 63 H v 64 H v 65 H v 66 H v 67 H v 68 H v 69 H e 0 1 - e 0 33 - e 0 34 - e 0 35 - e 1 2 - e 1 3 - e 1 36 - e 2 37 - e 2 38 - e 2 39 - e 3 4 - e 3 5 - e 3 40 - e 4 41 - e 4 42 - e 5 6 = e 5 7 - e 7 8 - e 7 12 - e 8 9 - e 8 43 - e 8 44 - e 9 10 - e 9 45 - e 9 46 - e 10 11 - e 10 13 - e 10 32 - e 11 12 - e 11 47 - e 11 48 - e 12 49 - e 12 50 - e 13 14 - e 13 51 - e 13 52 - e 14 15 - e 14 28 - e 14 53 - e 15 16 - e 15 19 - e 15 54 - e 16 17 - e 16 55 - e 17 18 - e 18 19 - e 18 26 - e 19 20 - e 20 21 = e 20 22 - e 22 23 - e 22 24 - e 22 56 - e 23 57 - e 23 58 - e 23 59 - e 24 25 = e 24 26 - e 26 27 - e 26 60 - e 27 61 - e 27 62 - e 27 63 - e 28 29 - e 28 30 - e 28 31 - e 29 64 - e 29 65 - e 29 66 - e 30 67 - e 31 32 - e 31 68 - e 31 69 -
-0.622,v 0 C v 1 O v 2 N v 3 C v 4 C v 5 O v 6 N v 7 C v 8 C v 9 O v 10 N v 11 C v 12 C v 13 O v 14 O v 15 C v 16 C v 17 O v 18 C v 19 C v 20 O v 21 C v 22 S v 23 C v 24 C v 25 C v 26 S v 27 C v 28 N v 29 N v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H e 0 1 - e 0 30 - e 0 31 - e 0 32 - e 1 2 - e 2 3 = e 3 4 - e 3 24 - e 4 5 = e 4 6 - e 6 7 - e 6 33 - e 7 8 - e 7 23 - e 7 34 - e 8 9 = e 8 10 - e 10 11 - e 10 23 - e 11 12 - e 11 15 = e 12 13 = e 12 14 - e 14 35 - e 15 16 - e 15 21 - e 16 17 - e 16 36 - e 16 37 - e 17 18 - e 18 19 - e 18 20 = e 19 38 - e 19 39 - e 19 40 - e 21 22 - e 21 41 - e 21 42 - e 22 23 - e 23 43 - e 24 25 : e 24 29 : e 25 26 : e 25 44 - e 26 27 : e 26 45 - e 27 28 - e 27 29 : e 28 46 - e 28 47 -
-0.291,v 0 C v 1 S v 2 O v 3 O v 4 N v 5 C v 6 C v 7 N v 8 C v 9 O v 10 C v 11 C v 12 C v 13 C v 14 N v 15 C v 16 N v 17 N v 18 N v 19 C v 20 O v 21 C v 22 C v 23 C v 24 C v 25 C v 26 C v 27 C v 28 C v 29 C v 30 C v 31 N v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H e 0 1 - e 0 32 - e 0 33 - e 0 34 - e 1 2 = e 1 3 = e 1 4 - e 4 5 - e 4 35 - e 5 6 - e 5 36 - e 5 37 - e 6 7 - e 6 38 - e 6 39 - e 7 8 - e 7 40 - e 8 9 = e 8 10 - e 10 11 - e 10 18 - e 10 41 - e 11 12 - e 11 42 - e 11 43 - e 12 13 - e 12 44 - e 12 45 - e 13 14 - e 13 46 - e 13 47 - e 14 15 - e 14 48 - e 15 16 = e 15 17 - e 16 49 - e 17 50 - e 17 51 - e 18 19 - e 18 52 - e 19 20 = e 19 21 - e 21 22 : e 21 31 : e 22 23 : e 22 53 - e 23 24 : e 23 54 - e 24 25 - e 24 31 : e 25 26 : e 25 30 : e 26 27 : e 26 55 - e 27 28 : e 27 56 - e 28 29 : e 28 57 - e 29 30 : e 29 58 - e 30 59 - e 31 60 -
-0.41,v 0 C v 1 N v 2 C v 3 C v 4 C v 5 N v 6 C v 7 O v 8 C v 9 O v 10 N v 11 C v 12 C v 13 O v 14 C v 15 C v 16 N v 17 S v 18 O v 19 O v 20 C v 21 C v 22 C v 23 C v 24 Br v 25 C v 26 C v 27 H v 28 H v 29 H v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H e 0 1 - e 0 27 - e 0 28 - e 0 29 - e 1 2 - e 1 3 - e 2 30 - e 2 31 - e 2 32 - e 3 4 - e 3 33 - e 3 34 - e 4 5 - e 4 35 - e 4 36 - e 5 6 - e 5 37 - e 6 7 = e 6 8 - e 8 9 = e 8 10 - e 10 11 - e 10 38 - e 11 12 - e 11 39 - e 11 40 - e 12 13 - e 12 16 - e 12 41 - e 13 14 - e 14 15 - e 14 42 - e 14 43 - e 15 16 - e 15 44 - e 15 45 - e 16 17 - e 17 18 = e 17 19 = e 17 20 - e 20 21 : e 20 26 : e 21 22 : e 21 46 - e 22 23 : e 22 47 - e 23 24 - e 23 25 : e 25 26 : e 25 48 - e 26 49 -
-0.031,v 0 C v 1 N v 2 C v 3 O v 4 C v 5 O v 6 C v 7 O v 8 C v 9 C v 10 C v 11 C v 12 C v 13 C v 14 C v 15 C v 16 N v 17 C v 18 C v 19 O v 20 C v 21 O v 22 C v 23 C v 24 C v 25 O v 26 O v 27 C v 28 O v 29 C v 30 C v 31 O v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H e 0 1 - e 0 32 - e 0 33 - e 0 34 - e 1 2 - e 1 35 - e 2 3 = e 2 4 - e 4 5 - e 4 27 - e 4 36 - e 5 6 - e 6 7 - e 6 15 - e 6 37 - e 7 8 - e 8 9 - e 8 38 - e 8 39 - e 9 10 : e 9 14 : e 10 11 : e 10 40 - e 11 12 : e 11 41 - e 12 13 : e 12 42 - e 13 14 : e 13 43 - e 14 44 - e 15 16 - e 15 20 - e 15 45 - e 16 17 - e 16 46 - e 17 18 - e 17 19 = e 18 47 - e 18 48 - e 18 49 - e 20 21 - e 20 27 - e 20 50 - e 21 22 - e 22 23 - e 22 24 - e 22 51 - e 23 52 - e 23 53 - e 23 54 - e 24 25 = e 24 26 - e 26 55 - e 27 28 - e 27 56 - e 28 29 - e 29 30 - e 29 31 = e 30 57 - e 30 58 - e 30 59 -
-0.176,v 0 O v 1 C v 2 C v 3 N v 4 N v 5 C v 6 C v 7 C v 8 S v 9 O v 10 O v 11 C v 12 C v 13 O v 14 C v 15 C v 16 N v 17 C v 18 C v 19 N v 20 S v 21 O v 22 O v 23 C v 24 C v 25 C v 26 C v 27 C v 28 C v 29 F v 30 C v 31 C v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H e 0 1 = e 1 2 - e 1 16 - e 2 3 = e 2 15 - e 3 4 - e 4 5 - e 4 12 - e 5 6 - e 5 11 - e 5 32 - e 6 7 - e 6 33 - e 6 34 - e 7 8 - e 7 35 - e 7 36 - e 8 9 = e 8 10 = e 8 11 - e 11 37 - e 11 38 - e 12 13 = e 12 14 - e 14 15 - e 14 39 - e 14 40 - e 15 41 - e 15 42 - e 16 17 - e 16 31 - e 17 18 - e 17 43 - e 17 44 - e 18 19 - e 18 45 - e 18 46 - e 19 20 - e 19 30 - e 20 21 = e 20 22 = e 20 23 - e 23 24 : e 23 28 : e 24 25 : e 24 47 - e 25 26 : e 25 48 - e 26 27 : e 26 49 - e 27 28 : e 27 50 - e 28 29 - e 30 31 - e 30 51 - e 30 52 - e 31 53 - e 31 54 -
-0.337,v 0 C v 1 N v 2 C v 3 O v 4 C v 5 C v 6 N v 7 C v 8 N v 9 C v 10 C v 11 O v 12 N v 13 C v 14 C v 15 C v 16 C v 17 S v 18 O v 19 O v 20 N v 21 C v 22 N v 23 C v 24 C v 25 C v 26 N v 27 C v 28 C v 29 N v 30 C v 31 C v 32 O v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H e 0 1 - e 0 33 - e 0 34 - e 0 35 - e 1 2 - e 1 31 - e 1 36 - e 2 3 = e 2 4 - e 4 5 - e 4 8 - e 5 6 - e 5 29 - e 6 7 - e 7 8 - e 7 37 - e 8 9 - e 8 38 - e 9 10 - e 9 39 - e 9 40 - e 10 11 = e 10 12 - e 12 13 - e 12 41 - e 13 14 : e 13 28 : e 14 15 : e 14 42 - e 15 16 : e 15 43 - e 16 17 - e 16 27 : e 17 18 = e 17 19 = e 17 20 - e 20 21 - e 20 44 - e 21 22 : e 21 26 : e 22 23 : e 23 24 : e 23 45 - e 24 25 : e 24 46 - e 25 26 : e 25 47 - e 27 28 : e 27 48 - e 28 49 - e 29 30 - e 29 31 - e 29 50 - e 30 51 - e 30 52 - e 30 53 - e 31 32 =
-0.753,v 0 N v 1 C v 2 C v 3 C v 4 C v 5 O v 6 N v 7 C v 8 C v 9 S v 10 S v 11 C v 12 C v 13 C v 14 C v 15 S v 16 O v 17 O v 18 C v 19 O v 20 N v 21 C v 22 C v 23 O v 24 O v 25 C v 26 O v 27 O v 28 H v 29 H v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H e 0 1 - e 0 28 - e 0 29 - e 1 2 - e 1 25 - e 1 30 - e 2 3 - e 2 31 - e 2 32 - e 3 4 - e 3 33 - e 3 34 - e 4 5 = e 4 6 - e 6 7 - e 6 35 - e 7 8 - e 7 18 - e 7 36 - e 8 9 - e 8 37 - e 8 38 - e 9 10 - e 10 11 - e 11 12 - e 11 39 - e 11 40 - e 12 13 - e 12 41 - e 12 42 - e 13 14 - e 13 43 - e 13 44 - e 14 15 - e 14 45 - e 14 46 - e 15 16 = e 15 17 - e 17 47 - e 18 19 = e 18 20 - e 20 21 - e 20 48 - e 21 22 - e 21 49 - e 21 50 - e 22 23 = e 22 24 - e 24 51 - e 25 26 = e 25 27 - e 27 52 -
-0.857,v 0 O v 1 C v 2 C v 3 C v 4 N v 5 N v 6 N v 7 N v 8 C v 9 C v 10 N v 11 N v 12 N v 13 N v 14 C v 15 C v 16 C v 17 O v 18 C v 19 O v 20 C v 21 C v 22 O v 23 C v 24 S v 25 C v 26 S v 27 C v 28 C v 29 O v 30 C v 31 O v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H e 0 1 = e 1 2 - e 1 30 - e 2 3 - e 2 32 - e 2 33 - e 3 4 - e 3 27 - e 3 34 - e 4 5 - e 4 25 - e 4 35 - e 5 6 - e 6 7 - e 7 8 - e 7 25 - e 7 36 - e 8 9 - e 8 37 - e 8 38 - e 9 10 - e 9 39 - e 9 40 - e 10 11 - e 10 23 - e 10 41 - e 11 12 - e 12 13 - e 13 14 - e 13 23 - e 13 42 - e 14 15 - e 14 21 - e 14 43 - e 15 16 - e 15 44 - e 15 45 - e 16 17 = e 16 18 - e 18 19 - e 18 22 - e 18 46 - e 19 20 - e 20 21 - e 20 47 - e 20 48 - e 21 22 - e 21 49 - e 23 24 = e 25 26 = e 27 28 - e 27 31 - e 27 50 - e 28 29 - e 28 51 - e 28 52 - e 29 30 - e 30 31 - e 30 53 -
-0.613,v 0 C v 1 O v 2 C v 3 C v 4 C v 5 C v 6 S v 7 O v 8 O v 9 N v 10 C v 11 C v 12 C v 13 O v 14 C v 15 C v 16 N v 17 C v 18 O v 19 C v 20 O v 21 N v 22 C v 23 C v 24 C v 25 N v 26 C v 27 C v 28 O v 29 C v 30 C v 31 C v 32 C v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H v 63 H v 64 H e 0 1 - e 0 33 - e 0 34 - e 0 35 - e 1 2 - e 2 3 : e 2 32 : e 3 4 : e 3 36 - e 4 5 : e 4 37 - e 5 6 - e 5 31 : e 6 7 = e 6 8 = e 6 9 - e 9 10 - e 9 14 - e 10 11 - e 10 38 - e 10 39 - e 11 12 - e 11 40 - e 11 41 - e 12 13 - e 12 42 - e 12 43 - e 13 14 - e 14 15 - e 14 44 - e 15 16 - e 15 45 - e 15 46 - e 16 17 - e 16 47 - e 17 18 = e 17 19 - e 19 20 = e 19 21 - e 21 22 - e 21 48 - e 22 23 - e 22 49 - e 22 50 - e 23 24 - e 23 51 - e 23 52 - e 24 25 - e 24 53 - e 24 54 - e 25 26 - e 25 30 - e 26 27 - e 26 55 - e 26 56 - e 27 28 - e 27 57 - e 27 58 - e 28 29 - e 29 30 - e 29 59 - e 29 60 - e 30 61 - e 30 62 - e 31 32 : e 31 63 - e 32 64 -
-0.563,v 0 C v 1 C v 2 C v 3 C v 4 C v 5 C v 6 C v 7 C v 8 C v 9 C v 10 N v 11 C v 12 O v 13 N v 14 N v 15 C v 16 O v 17 C v 18 N v 19 C v 20 C v 21 N v 22 C v 23 C v 24 O v 25 N v 26 C v 27 C v 28 O v 29 C v 30 C v 31 C v 32 C v 33 C v 34 O v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H v 63 H v 64 H v 65 H v 66 H v 67 H v 68 H e 0 1 - e 0 35 - e 0 36 - e 0 37 - e 1 2 - e 1 10 - e 1 33 - e 2 3 - e 2 38 - e 2 39 - e 3 4 - e 3 40 - e 3 41 - e 4 5 : e 4 9 : e 5 6 : e 5 42 - e 6 7 : e 6 43 - e 7 8 : e 7 44 - e 8 9 : e 8 45 - e 9 46 - e 10 11 - e 10 47 - e 11 12 = e 11 13 - e 13 14 - e 13 33 - e 14 15 - e 14 48 - e 15 16 = e 15 17 - e 17 18 - e 17 49 - e 17 50 - e 18 19 - e 18 32 - e 19 20 - e 19 51 - e 19 52 - e 20 21 - e 20 53 - e 20 54 - e 21 22 - e 21 31 - e 22 23 - e 22 55 - e 22 56 - e 23 24 = e 23 25 - e 25 26 - e 25 30 - e 26 27 - e 26 57 - e 26 58 - e 27 28 - e 27 59 - e 27 60 - e 28 29 - e 29 30 - e 29 61 - e 29 62 - e 30 63 - e 30 64 - e 31 32 - e 31 65 - e 31 66 - e 32 67 - e 32 68 - e 33 34 =
-0.6,v 0 N v 1 C v 2 N v 3 C v 4 N v 5 C v 6 C v 7 N v 8 C v 9 N v 10 C v 11 C v 12 C v 13 O v 14 C v 15 C v 16 O v 17 P v 18 O v 19 O v 20 O v 21 P v 22 O v 23 O v 24 O v 25 P v 26 O v 27 O v 28 O v 29 O v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H e 0 1 - e 0 30 - e 0 31 - e 1 2 : e 1 6 : e 2 3 : e 3 4 : e 3 32 - e 4 5 : e 5 6 : e 5 9 - e 6 7 - e 7 8 - e 8 9 - e 8 33 - e 9 10 - e 9 34 - e 10 11 - e 10 29 - e 10 35 - e 11 12 - e 11 36 - e 11 37 - e 12 13 - e 12 14 - e 12 38 - e 13 39 - e 14 15 - e 14 29 - e 14 40 - e 15 16 - e 15 41 - e 15 42 - e 16 17 - e 17 18 = e 17 19 - e 17 20 - e 19 43 - e 20 21 - e 21 22 = e 21 23 - e 21 24 - e 23 44 - e 24 25 - e 25 26 = e 25 27 - e 25 28 - e 27 45 - e 28 46 -
-0.525,v 0 C v 1 C v 2 O v 3 C v 4 C v 5 C v 6 C v 7 C v 8 O v 9 O v 10 C v 11 O v 12 C v 13 O v 14 C v 15 O v 16 C v 17 C v 18 O v 19 C v 20 O v 21 C v 22 O v 23 C v 24 O v 25 C v 26 O v 27 C v 28 C v 29 C v 30 C v 31 O v 32 C v 33 C v 34 C v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H e 0 1 - e 0 35 - e 0 36 - e 0 37 - e 1 2 - e 1 3 - e 1 34 - e 2 38 - e 3 4 - e 3 39 - e 3 40 - e 4 5 - e 4 41 - e 4 42 - e 5 6 - e 5 34 - e 5 43 - e 6 7 - e 6 10 = e 7 8 = e 7 9 - e 9 44 - e 10 11 - e 10 45 - e 11 12 - e 12 13 - e 12 34 - e 12 46 - e 13 14 - e 14 15 - e 14 23 - e 14 47 - e 15 16 - e 16 17 - e 16 19 - e 16 48 - e 17 18 - e 17 49 - e 17 50 - e 18 51 - e 19 20 - e 19 21 - e 19 52 - e 20 53 - e 21 22 - e 21 23 - e 21 54 - e 22 55 - e 23 24 - e 23 56 - e 24 25 - e 25 26 = e 25 27 - e 27 28 : e 27 33 : e 28 29 : e 28 57 - e 29 30 : e 29 58 - e 30 31 - e 30 32 : e 31 59 - e 32 33 : e 32 60 - e 33 61 - e 34 62 -
-0.882,v 0 N v 1 C v 2 N v 3 C v 4 C v 5 N v 6 C v 7 N v 8 N v 9 C v 10 C v 11 C v 12 C v 13 Cl v 14 C v 15 C v 16 C v 17 O v 18 N v 19 C v 20 O v 21 C v 22 C v 23 O v 24 C v 25 O v 26 C v 27 O v 28 C v 29 O v 30 N v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H e 0 1 - e 0 31 - e 0 32 - e 1 2 - e 1 30 - e 2 3 - e 3 4 - e 3 18 - e 4 5 - e 4 28 - e 5 6 - e 6 7 - e 6 18 - e 7 8 - e 7 33 - e 8 9 = e 9 10 - e 9 34 - e 10 11 : e 10 16 : e 11 12 : e 11 35 - e 12 13 - e 12 14 : e 14 15 : e 14 36 - e 15 16 : e 15 37 - e 16 17 - e 17 38 - e 18 19 - e 18 39 - e 19 20 - e 19 26 - e 19 40 - e 20 21 - e 21 22 - e 21 24 - e 21 41 - e 22 23 - e 22 42 - e 22 43 - e 23 44 - e 24 25 - e 24 26 - e 24 45 - e 25 46 - e 26 27 - e 26 47 - e 27 48 - e 28 29 = e 28 30 - e 30 49 -
-0.017,v 0 C v 1 O v 2 C v 3 O v 4 C v 5 N v 6 C v 7 O v 8 C v 9 N v 10 N v 11 C v 12 O v 13 C v 14 N v 15 C v 16 O v 17 C v 18 C v 19 O v 20 C v 21 C v 22 C v 23 C v 24 C v 25 C v 26 O v 27 C v 28 C v 29 C v 30 C v 31 C v 32 C v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H e 0 1 - e 0 33 - e 0 34 - e 0 35 - e 1 2 - e 2 3 = e 2 4 - e 4 5 - e 4 36 - e 4 37 - e 5 6 - e 5 32 - e 6 7 = e 6 8 - e 8 9 = e 8 27 - e 9 10 - e 10 11 - e 10 38 - e 11 12 = e 11 13 - e 13 14 - e 13 39 - e 13 40 - e 14 15 - e 14 41 - e 15 16 = e 15 17 - e 17 18 - e 17 26 - e 17 42 - e 18 19 - e 18 43 - e 18 44 - e 19 20 - e 20 21 : e 20 25 : e 21 22 : e 21 45 - e 22 23 : e 22 46 - e 23 24 : e 23 47 - e 24 25 : e 24 48 - e 25 26 - e 27 28 : e 27 32 : e 28 29 : e 28 49 - e 29 30 : e 29 50 - e 30 31 : e 30 51 - e 31 32 : e 31 52 -
-0.032,v 0 C v 1 C v 2 C v 3 N v 4 S v 5 O v 6 O v 7 N v 8 C v 9 C v 10 N v 11 C v 12 N v 13 C v 14 O v 15 C v 16 O v 17 N v 18 C v 19 C v 20 C v 21 C v 22 C v 23 S v 24 C v 25 O v 26 C v 27 C v 28 C v 29 C v 30 C v 31 O v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H e 0 1 - e 0 32 - e 0 33 - e 0 34 - e 1 2 - e 1 31 - e 1 35 - e 2 3 - e 2 36 - e 2 37 - e 3 4 - e 3 28 - e 4 5 = e 4 6 = e 4 7 - e 7 8 - e 7 27 - e 8 9 - e 8 38 - e 8 39 - e 9 10 - e 9 40 - e 9 41 - e 10 11 - e 10 26 - e 11 12 - e 11 42 - e 11 43 - e 12 13 - e 12 24 - e 13 14 = e 13 15 - e 15 16 = e 15 17 - e 17 18 - e 17 24 - e 18 19 - e 18 44 - e 18 45 - e 19 20 : e 19 23 : e 20 21 : e 20 46 - e 21 22 : e 21 47 - e 22 23 : e 22 48 - e 23 49 - e 24 25 = e 26 27 - e 26 50 - e 26 51 - e 27 52 - e 27 53 - e 28 29 - e 28 54 - e 28 55 - e 29 30 - e 29 31 - e 29 56 - e 30 57 - e 30 58 - e 30 59 -
-0.105,v 0 C v 1 C v 2 O v 3 N v 4 C v 5 C v 6 O v 7 C v 8 O v 9 C v 10 C v 11 C v 12 N v 13 C v 14 C v 15 O v 16 C v 17 C v 18 O v 19 C v 20 C v 21 O v 22 C v 23 O v 24 C v 25 C v 26 O v 27 C v 28 O v 29 C v 30 C v 31 O v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H e 0 1 - e 0 32 - e 0 33 - e 0 34 - e 1 2 = e 1 3 - e 3 4 - e 3 35 - e 4 5 - e 4 27 - e 4 36 - e 5 6 - e 5 15 - e 5 37 - e 6 7 - e 7 8 = e 7 9 - e 9 10 : e 9 14 : e 10 11 : e 10 38 - e 11 12 : e 11 39 - e 12 13 : e 13 14 : e 13 40 - e 14 41 - e 15 16 - e 16 17 - e 16 22 - e 16 42 - e 17 18 - e 17 43 - e 17 44 - e 18 19 - e 19 20 - e 19 21 = e 20 45 - e 20 46 - e 20 47 - e 22 23 - e 22 27 - e 22 48 - e 23 24 - e 24 25 - e 24 26 = e 25 49 - e 25 50 - e 25 51 - e 27 28 - e 27 52 - e 28 29 - e 29 30 - e 29 31 = e 30 53 - e 30 54 - e 30 55 -
-0.539,v 0 O v 1 C v 2 C v 3 O v 4 C v 5 O v 6 C v 7 C v 8 O v 9 C v 10 O v 11 C v 12 O v 13 C v 14 O v 15 C v 16 C v 17 C v 18 C v 19 C v 20 O v 21 C v 22 O v 23 C v 24 O v 25 C v 26 C v 27 C v 28 O v 29 C v 30 C v 31 O v 32 C v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H e 0 1 = e 1 2 - e 1 32 - e 2 3 - e 2 15 - e 3 4 - e 4 5 - e 4 13 - e 4 33 - e 5 6 - e 6 7 - e 6 9 - e 6 34 - e 7 8 - e 7 35 - e 7 36 - e 8 37 - e 9 10 - e 9 11 - e 9 38 - e 10 39 - e 11 12 - e 11 13 - e 11 40 - e 12 41 - e 13 14 - e 13 42 - e 14 43 - e 15 16 - e 15 24 - e 16 17 : e 16 23 : e 17 18 : e 17 44 - e 18 19 : e 18 45 - e 19 20 - e 19 21 : e 20 46 - e 21 22 - e 21 23 : e 22 47 - e 23 48 - e 24 25 - e 25 26 : e 25 32 : e 26 27 : e 26 49 - e 27 28 - e 27 29 : e 28 50 - e 29 30 : e 29 51 - e 30 31 - e 30 32 : e 31 52 -
-0.564,v 0 C v 1 C v 2 C v 3 C v 4 S v 5 O v 6 O v 7 N v 8 C v 9 C v 10 C v 11 O v 12 C v 13 C v 14 N v 15 C v 16 O v 17 C v 18 O v 19 N v 20 C v 21 C v 22 N v 23 C v 24 C v 25 O v 26 C v 27 C v 28 C v 29 C v 30 C v 31 F v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H e 0 1 - e 0 32 - e 0 33 - e 0 34 - e 1 2 : e 1 30 : e 2 3 : e 2 35 - e 3 4 - e 3 28 : e 4 5 = e 4 6 = e 4 7 - e 7 8 - e 7 12 - e 8 9 - e 8 36 - e 8 37 - e 9 10 - e 9 38 - e 9 39 - e 10 11 - e 10 40 - e 10 41 - e 11 12 - e 12 13 - e 12 42 - e 13 14 - e 13 43 - e 13 44 - e 14 15 - e 14 45 - e 15 16 = e 15 17 - e 17 18 = e 17 19 - e 19 20 - e 19 46 - e 20 21 - e 20 47 - e 20 48 - e 21 22 - e 21 49 - e 21 50 - e 22 23 - e 22 27 - e 23 24 - e 23 51 - e 23 52 - e 24 25 - e 24 53 - e 24 54 - e 25 26 - e 26 27 - e 26 55 - e 26 56 - e 27 57 - e 27 58 - e 28 29 : e 28 59 - e 29 30 : e 29 60 - e 30 31 -
